PLAN START DATE;BATCH NO;DFF1;DFF2;DFF3;ITEM CODE;ITEM DESC;STATUS;PLAN QTY BOX;ACTUAL QTY BOX
11/03/2022;F2203001375;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001376;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001377;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
11/03/2022;F2203001378;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001379;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;84
11/03/2022;F2203001380;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
11/03/2022;F2203001381;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001382;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
11/03/2022;F2203001383;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001384;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
11/03/2022;F2203001385;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001386;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001387;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
11/03/2022;F2203001388;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001389;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
11/03/2022;F2203001390;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001391;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001392;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001393;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80,83
11/03/2022;F2203001394;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001395;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001396;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
11/03/2022;F2203001397;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001398;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83,06
11/03/2022;F2203001399;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001400;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001401;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
11/03/2022;F2203001402;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
11/03/2022;F2203001403;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001404;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
11/03/2022;F2203001405;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
11/03/2022;F2203001406;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
11/03/2022;F2203001407;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
11/03/2022;F2203001408;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
11/03/2022;F2203001409;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
14/03/2022;F2203001410;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;194,13
14/03/2022;F2203001411;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;189
14/03/2022;F2203001412;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;194
14/03/2022;F2203001413;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;198
14/03/2022;F2203001414;-;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;240
14/03/2022;F2203001415;-;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;242
21/03/2022;F2203001417;SA 002A1 : 1059 box | Stuffing : 22/3;;;5102900852SA;TS LOW CALORIE SWT WITH SUCRALOSE HORECA LOOSEPACK STICK 12PX100SX2G SAUDI ARABIA;Closed;250;235
21/03/2022;F2203001418;SA 002A1 : 1059 box | Stuffing : 22/3;;;5102900852SA;TS LOW CALORIE SWT WITH SUCRALOSE HORECA LOOSEPACK STICK 12PX100SX2G SAUDI ARABIA;Closed;250;234
14/03/2022;F2203001419;JO 002A1 : 25 box - JO 003A1 : 60 box | Stuffing : 25/3;;;5103201701JO;TS SWT SUCRALOSE TABLET NFI 4SBX10BLISTERX100TABLETS JORDAN;Closed;67;86
14/03/2022;F2203001420;QA 002A1 : 25 box | Stuffing : 18/3;0,83;;5103201703QA;TS SWT SUCRALOSE TABLET NFI 4SBX10BLISTERX300TABLETS QATAR;Closed;27,6;25
14/03/2022;F2203001421;-;;A;5103201PCS;FORMING TS SWT SUCRALOSE TABLET NFI;Closed;400.000,00;288.000,00
14/03/2022;F2203001422;-;;A;5103201PCS;FORMING TS SWT SUCRALOSE TABLET NFI;Closed;400.000,00;300.000,00
15/03/2022;F2203001426;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;198,75
15/03/2022;F2203001427;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;191,88
15/03/2022;F2203001428;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;199
15/03/2022;F2203001429;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;183
15/03/2022;F2203001430;-;;A;2102500125;TS SWT CLASSIC 50S (24D);Closed;204;198
15/03/2022;F2203001431;-;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;245
15/03/2022;F2203001432;-;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;239
22/03/2022;F2203001433;SA 002A1 : 1059 box - SA 002A2 : 465 box˜ | Stuffing : 22/3;;;5102900852SA;TS LOW CALORIE SWT WITH SUCRALOSE HORECA LOOSEPACK STICK 12PX100SX2G SAUDI ARABIA;Closed;250;251
15/03/2022;F2203001434;JO 003A1 : 60 box | Stuffing : 25/3;0,38;;5103202711JO;TS SWT STEVIA TABLET 2SBX10BLISTERX100TABLETS JORDAN;WIP;63,27;60
15/03/2022;F2203001435;QA 002A1 : 50 box | Stuffing : 18/3;0,96;;5103202713QA;TS SWT STEVIA TABLET 2SBX10BLISTERX300TABLETS QATAR;Closed;53,28;50
15/03/2022;F2203001436;-;;A;5103202PCS;FORMING TS SWEETENER STEVIA TABLET;Closed;333.333,00;302.166,00
15/03/2022;F2203001437;-;;A;5103202PCS;FORMING TS SWEETENER STEVIA TABLET;Closed;333.333,00;300.000,00
16/03/2022;F2203001438;-;;A;2102500130;TS SWT 100S (12D);Closed;204;184
16/03/2022;F2203001439;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;237
16/03/2022;F2203001440;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;234
16/03/2022;F2203001441;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;236,88
16/03/2022;F2203001442;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;241
16/03/2022;F2203001443;-;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;248
16/03/2022;F2203001444;-;;A;2102900130;TS SWT DIABETICS 100S (12D);Closed;250;239,75
16/03/2022;F2203001445;SA 002A2 : 465 box | Stuffing : 22/3;0,7;A-F2203001445K;5102900852SA;TS LOW CALORIE SWT WITH SUCRALOSE HORECA LOOSEPACK STICK 12PX100SX2G SAUDI ARABIA;Closed;175;168
16/03/2022;F2203001445K;-;0,7;A-F2203001445K;5102900K;KOMA TS SWEETENER DIABETIC EKSPOR;Closed;-99.999,00;-99.999,00
16/03/2022;F2203001446;SA 002A2 : 465 box | Stuffing : 22/3;0,7;A-F2203001446K;5102900852SA;TS LOW CALORIE SWT WITH SUCRALOSE HORECA LOOSEPACK STICK 12PX100SX2G SAUDI ARABIA;Closed;175;170
16/03/2022;F2203001446K;-;0,7;A-F2203001446K;5102900K;KOMA TS SWEETENER DIABETIC EKSPOR;Closed;-99.999,00;-99.999,00
16/03/2022;F2203001447;PK 002A1 : 427 box | Stuffing : 21/3;;;5103202711PK;TS SWT STEVIA TABLET 2SBX10BLISTERX100TABLETS PAKISTAN;WIP;166,5;140
16/03/2022;F2203001448;-;;A;5103202PCS;FORMING TS SWEETENER STEVIA TABLET;Closed;333.333,00;301.666,00
16/03/2022;F2203001449;-;;A;5103202PCS;FORMING TS SWEETENER STEVIA TABLET;Closed;333.333,00;315.000,00
17/03/2022;F2203001450;-;;A;2102500130;TS SWT 100S (12D);Closed;204;196
17/03/2022;F2203001451;-;;A;2102500130;TS SWT 100S (12D);WIP;204;210
17/03/2022;F2203001452;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;241,46
17/03/2022;F2203001453;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;243
17/03/2022;F2203001454;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;243
17/03/2022;F2203001455;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;233,92
17/03/2022;F2203001457;PK 002A1 : 100 box | Stuffing : 21/3;0,32;A-F2203001457D;5103300125PK;TS SWT STEVIA DIET STICKS 24DX50SX1.5G PAKISTAN;Closed;106,67;100
17/03/2022;F2203001458;JO 003A1 : 250 box | Stuffing : 25/3 | Hanya bisa Menggunakan Dus KK 38178-1200-702 dan &03;0,68;A-F2203001457D;5103300125JO;TS SWT STEVIA DIET STICKS 24DX50SX1.5G JORDAN;Closed;226,67;206
17/03/2022;F2203001459;JO 003A1 : 250 box | Stuffing : 25/3 | Hanya bisa Menggunakan Dus KK 38178-1200-702 dan &03;0,12;A-F2203001459D;5103300125JO;TS SWT STEVIA DIET STICKS 24DX50SX1.5G JORDAN;Closed;40;44
17/03/2022;F2203001460;PK 002A1 : 220 box | Stuffing : 21/3;0,58;A-F2203001459D;5103300130PK;TS SWT STEVIA DIET STICKS 12DX100SX1.5G PAKISTAN;Closed;193,33;174
17/03/2022;F2203001461;PK 002A1 : 427 box | Stuffing : 21/3;;;5103202711PK;TS SWT STEVIA TABLET 2SBX10BLISTERX100TABLETS PAKISTAN;WIP;166,5;146
17/03/2022;F2203001462;-;;A;5103202PCS;FORMING TS SWEETENER STEVIA TABLET;Closed;333.333,00;305.666,00
18/03/2022;F2203001469;-;;A;2102500130;TS SWT 100S (12D);Closed;204;184
18/03/2022;F2203001470;-;;A;2102500130;TS SWT 100S (12D);Closed;204;200
18/03/2022;F2203001471;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;240
18/03/2022;F2203001472;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;237
18/03/2022;F2203001473;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;238
18/03/2022;F2203001474;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;232,96
18/03/2022;F2203001475;-;;A;2102900125;TS SWT DIABETICS 50S (24D);Closed;249,96;243
18/03/2022;F2203001476;PK 002A1 : 220 box | Stuffing : 21/3;0,12;A-F2203001476D;5103300130PK;TS SWT STEVIA DIET STICKS 12DX100SX1.5G PAKISTAN;Closed;40;46
18/03/2022;F2203001477;JO 003A1 : 187 box | Stuffing : 25/3 | Hanya bisa Menggunakan Dus KK 38178-1201-702, 703 & 704;0,58;A-F2203001476D;5103300130JO;TS SWT STEVIA DIET STICK 12DX100SX1.5G JORDAN;Closed;193,33;174
18/03/2022;F2203001478;PK 002A1 : 427 box | Stuffing : 21/3;0,74;;5103202711PK;TS SWT STEVIA TABLET 2SBX10BLISTERX100TABLETS PAKISTAN;WIP;123,21;141
17/03/2022;F2203001479;ED 31 Maret 2022, F-Jahe 291-00, umur simpan premix di sesuaikan ke tanggal ED BB terdekat;;A;2102546125;TS SWT JAHE 24DX50SX2.5G;WIP;174,58;0
21/03/2022;F2203001486;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;423
21/03/2022;F2203001487;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;423
21/03/2022;F2203001488;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;423
21/03/2022;F2203001489;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;423
21/03/2022;F2203001490;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;421
21/03/2022;F2203001491;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;432
21/03/2022;F2203001492;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;423
21/03/2022;F2203001493;-;;A;1101436453;NS SIRSAK PLS 4PX40SX12G;Closed;423,75;433
22/03/2022;F2203001494;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;451
22/03/2022;F2203001495;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;450
22/03/2022;F2203001496;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;459
22/03/2022;F2203001497;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;459
22/03/2022;F2203001498;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;468
22/03/2022;F2203001499;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;465,75
22/03/2022;F2203001500;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;466
22/03/2022;F2203001501;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;466
22/03/2022;F2203001502;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;467
22/03/2022;F2203001503;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;457
22/03/2022;F2203001504;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;465
22/03/2022;F2203001505;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;459
22/03/2022;F2203001506;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;459
22/03/2022;F2203001507;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;464
22/03/2022;F2203001508;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;461
22/03/2022;F2203001509;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;462
22/03/2022;F2203001510;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;458
22/03/2022;F2203001511;-;;A;1101504453;NS JERUK EXTRA MANIS PLS 4PX40SX11G;Closed;464,5;464
23/03/2022;F2203001512;-;;A;1101528453;NS STRAWBERRY PLS 4PX40SX11G;Closed;460,75;442
23/03/2022;F2203001513;-;;A;1101528453;NS STRAWBERRY PLS 4PX40SX11G;Closed;460,75;442
23/03/2022;F2203001514;-;;A;1101528453;NS STRAWBERRY PLS 4PX40SX11G;Closed;460,75;461
23/03/2022;F2203001515;-;;A;1101528453;NS STRAWBERRY PLS 4PX40SX11G;Closed;460,75;461,5
21/03/2022;F2203001534;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;468
21/03/2022;F2203001535;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;467
21/03/2022;F2203001536;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;484
21/03/2022;F2203001537;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;490,75
21/03/2022;F2203001538;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;485
21/03/2022;F2203001539;-;;A;1101531453;NS LECI PLS 4PX40SX11G;Closed;478,75;490
21/03/2022;F2203001540;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431
21/03/2022;F2203001541;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431
21/03/2022;F2203001542;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;430
21/03/2022;F2203001543;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;428
21/03/2022;F2203001544;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431
21/03/2022;F2203001545;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;427,25
21/03/2022;F2203001546;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;428
21/03/2022;F2203001547;-;;A;1101558453;NS JERUK NIPIS PLS 4PX40SX11G;Closed;431,25;431
24/03/2022;F2203001548;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;84
24/03/2022;F2203001549;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001550;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001551;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
24/03/2022;F2203001552;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001553;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
24/03/2022;F2203001554;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
24/03/2022;F2203001555;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
24/03/2022;F2203001556;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
24/03/2022;F2203001557;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001558;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
24/03/2022;F2203001559;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
24/03/2022;F2203001560;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001561;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
24/03/2022;F2203001562;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001563;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
24/03/2022;F2203001564;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
24/03/2022;F2203001565;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
24/03/2022;F2203001566;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001567;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
24/03/2022;F2203001568;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001569;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
24/03/2022;F2203001570;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001571;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
24/03/2022;F2203001572;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001573;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
24/03/2022;F2203001574;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001575;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001576;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
24/03/2022;F2203001577;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;85
24/03/2022;F2203001578;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
24/03/2022;F2203001579;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
24/03/2022;F2203001580;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;85
24/03/2022;F2203001581;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;84
24/03/2022;F2203001582;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
24/03/2022;F2203001583;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
24/03/2022;F2203001584;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001585;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
24/03/2022;F2203001586;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001587;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001588;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001589;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
24/03/2022;F2203001590;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001591;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001592;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001593;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001594;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
24/03/2022;F2203001595;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;79
24/03/2022;F2203001596;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001597;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001598;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001599;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001600;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001601;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001602;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;79
24/03/2022;F2203001603;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
24/03/2022;F2203001604;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
24/03/2022;F2203001605;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
24/03/2022;F2203001606;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
24/03/2022;F2203001607;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
25/03/2022;F2203001608;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001609;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
25/03/2022;F2203001610;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001611;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;84
25/03/2022;F2203001612;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001613;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
25/03/2022;F2203001614;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001615;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;80
25/03/2022;F2203001616;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001617;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
25/03/2022;F2203001618;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;84
25/03/2022;F2203001619;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
25/03/2022;F2203001620;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001621;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001622;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001623;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;84
25/03/2022;F2203001624;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001625;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001626;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001627;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;85
25/03/2022;F2203001628;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001629;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;83
25/03/2022;F2203001630;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001631;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001632;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001633;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001634;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001635;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;82
25/03/2022;F2203001636;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
25/03/2022;F2203001637;-;;A;1101569326;NS JERUK PERAS PLS 18PX40SX14G;Closed;82,28;81
